token,label
date,O
of,O
issue:,O
06/12/2014,B-INVOICE_DATE
seller:,O
client:,O
bradford,B-SELLER_NAME
and,I-SELLER_NAME
sons,I-SELLER_NAME
sellers,B-CLIENT_NAME
plc,I-CLIENT_NAME
478,B-SELLER_ADDRESS
willis,I-SELLER_ADDRESS
trace,I-SELLER_ADDRESS
apt:,O
544,I-SELLER_ADDRESS
18791,B-CLIENT_ADDRESS
jennifer,I-CLIENT_ADDRESS
heights,I-CLIENT_ADDRESS
changhaven,O
va,I-SELLER_ADDRESS
74688,I-SELLER_ADDRESS
millerview,O
tn,I-CLIENT_ADDRESS
07807,I-CLIENT_ADDRESS
tax,O
id:,O
925-92-2850,O
tax,O
id:,O
961-83-1800,O
iban:,O
gbziasrs13473133281482,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
nec,O
pc,O
engine,O
interface,O
unit,O
400,O
each,O
15999,O
63996,O
10,O
70396,O
ifu-30,O
cd,O
rom,O
console,O
pi-tgoo1,O
tested,O
japan,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
63996,O
6400,O
70396,O
total,O
63996,O
6400,O
70396,O
,
invoice,O
no:,O
26248685,B-INVOICE_NUMBER
date,O
of,O
issue:,O
05/26/2018,B-INVOICE_DATE
seller:,O
client:,O
baker,B-SELLER_NAME
inc,I-SELLER_NAME
mitchell,O
hill,I-CLIENT_NAME
and,I-CLIENT_NAME
strickland,I-CLIENT_NAME
8498,B-SELLER_ADDRESS
baldwin,I-SELLER_ADDRESS
bypass,I-SELLER_ADDRESS
apt:,O
995,I-SELLER_ADDRESS
301,B-CLIENT_ADDRESS
jennifer,I-CLIENT_ADDRESS
crossing,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
311,I-CLIENT_ADDRESS
zacharymouth,O
ne,I-SELLER_ADDRESS
79246,I-SELLER_ADDRESS
crystalland,O
nd,I-CLIENT_ADDRESS
67903,I-CLIENT_ADDRESS
tax,O
id:,O
978-83-5677,O
tax,O
id:,O
966-72-6194,O
iban:,O
gb9zdxye25395425116910,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
fashionnova,O
forecasting,O
you,O
500,O
each,O
2500,O
12500,O
10,O
13750,O
maxi,O
dress,O
taupe,O
sz,O
m,O
2,O
leopard,O
print,O
large,O
dress,O
with,O
400,O
each,O
3900,O
15600,O
10,O
17160,O
pockets,O
floral,O
sleeves,O
honeyme,O
size,O
l,O
nwt,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
28100,O
2810,O
30910,O
total,O
28100,O
2810,O
30910,O
,
invoice,O
no:,O
41887406,B-INVOICE_NUMBER
date,O
of,O
issue:,O
03/24/2014,B-INVOICE_DATE
seller:,O
client:,O
peterson-branch,B-SELLER_NAME
wagner,B-CLIENT_NAME
ltd,I-CLIENT_NAME
407,B-SELLER_ADDRESS
gibbs,I-SELLER_ADDRESS
parkways,I-SELLER_ADDRESS
4838,B-CLIENT_ADDRESS
howard,I-CLIENT_ADDRESS
heights,I-CLIENT_ADDRESS
east,I-SELLER_ADDRESS
patriciabury,O
ga,I-SELLER_ADDRESS
77651,I-SELLER_ADDRESS
christopherland,O
in,I-CLIENT_ADDRESS
65179,I-CLIENT_ADDRESS
tax,O
id:,O
999-71-3399,O
tax,O
id:,O
917-77-9225,O
iban:,O
gbzszknr97624698669256,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
gaming,O
pc,O
computer,O
rx,O
580,O
200,O
each,O
40000,O
80000,O
10,O
88000,O
8gb,O
ryzen,O
5,O
2x8gb,O
ram,O
2,O
dell,O
desktop,O
computers,O
100,O
each,O
12995,O
12995,O
10,O
14294,O
core,O
i5,O
16gb,O
2tb,O
hd,O
512gb,O
ssd,O
windows,O
10,O
pc,O
22,O
lcd,O
3,O
amd,O
dual,O
core,O
3.9ghz,O
4gb,O
500,O
each,O
25999,O
1,O
29995,O
10,O
1,O
42995,O
ddr3,O
s00gb,O
hdd,O
wifi,O
windows,O
10,O
desktop,O
pc,O
computer,O
amd,O
dual,O
core,O
3.9ghz,O
4gb,O
500,O
each,O
24999,O
1,O
24995,O
10,O
1,O
37495,O
ddr3,O
s00gb,O
wifi,O
windows,O
10,O
office,O
desktop,O
pc,O
computer,O
5,O
hp,O
prodesk,O
400,O
gs,O
mini,O
500,O
each,O
27000,O
1,O
35000,O
10,O
1,O
48500,O
desktop,O
computer,O
i5-9500t,O
8gb,O
256gb,O
ssd,O
wiop,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
4,O
82985,O
48299,O
5,O
31284,O
total,O
4,O
82985,O
48299,O
5,O
31284,O
,
invoice,O
no:,O
24344887,B-INVOICE_NUMBER
date,O
of,O
issue:,O
02/20/2020,B-INVOICE_DATE
seller:,O
client:,O
cook,B-SELLER_NAME
group,I-SELLER_NAME
mercado-nelson,B-CLIENT_NAME
2562,B-SELLER_ADDRESS
christie,I-SELLER_ADDRESS
freeway,I-SELLER_ADDRESS
53379,B-CLIENT_ADDRESS
kenneth,I-CLIENT_ADDRESS
prairie,I-CLIENT_ADDRESS
new,I-SELLER_ADDRESS
kimberly,O
wv,I-SELLER_ADDRESS
35092,I-SELLER_ADDRESS
andreside,O
al,I-CLIENT_ADDRESS
50687,I-CLIENT_ADDRESS
tax,O
id:,O
909-87-7832,O
tax,O
id:,O
951-75-2882,O
iban:,O
gbsaxipk87973282182425,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
endurance,O
shackletons,O
400,O
each,O
409,O
1636,O
10,O
1800,O
incredible,O
voyage,O
by,O
alfred,O
lansing,O
2,O
the,O
wim,O
hof,O
method,O
activate,O
100,O
each,O
422,O
422,O
10,O
464,O
your,O
potential,O
transcend,O
your,O
limitspodd,O
3,O
boo28nao6c,O
shoeless,O
joe,O
400,O
each,O
349,O
1396,O
10,O
1536,O
history,O
of,O
christianity,O
vol.,O
500,O
each,O
409,O
2045,O
10,O
2249,O
beginnings,O
to,O
1500,O
by,O
kenneth,I-CLIENT_ADDRESS
5,O
latourette,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
5499,O
550,O
6049,O
total,O
5499,O
550,O
6049,O
,
invoice,O
no:,O
24902792,B-INVOICE_NUMBER
date,O
of,O
issue:,O
02/27/2015,B-INVOICE_DATE
seller:,O
client:,O
shields,O
webb,I-SELLER_NAME
and,I-CLIENT_NAME
williams,I-SELLER_NAME
morrow,O
heath,I-CLIENT_NAME
and,I-CLIENT_NAME
gonzales,I-CLIENT_NAME
6381,B-SELLER_ADDRESS
paula,I-SELLER_ADDRESS
port,I-SELLER_ADDRESS
psc,B-CLIENT_ADDRESS
9186,O
box,I-CLIENT_ADDRESS
0531,I-CLIENT_ADDRESS
port,I-SELLER_ADDRESS
adamburgh,O
dc,I-SELLER_ADDRESS
01782,I-SELLER_ADDRESS
apo,I-CLIENT_ADDRESS
ae,I-CLIENT_ADDRESS
36341,I-CLIENT_ADDRESS
tax,O
id:,O
988-82-5310,O
tax,O
id:,O
985-77-9408,O
iban:,O
gb3okvwc74758597496697,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
rug,O
jute,O
natural,O
handmade,O
300,O
each,O
4936,O
14808,O
10,O
16289,O
vintage,O
oriental,O
reversible,O
oval,O
shaped,O
floor,O
carpet,O
2,O
chindi,O
rugs,O
carpet,O
new,O
design,O
500,O
each,O
2999,O
14995,O
10,O
16494,O
bohemian,O
garden,O
yoga,O
mat,O
indian,O
kilim,O
counterpane,O
3,O
philadelphia,O
eagles,O
anti-skid,O
500,O
each,O
1804,O
9020,O
10,O
9922,O
area,O
rug,O
soft,O
floor,O
mat,O
carpet,O
living,O
room,O
bedroom,O
yilong,O
4x6,O
handmade,O
carpet,O
500,O
each,O
3,O
60000,O
18,O
00000,O
10,O
19,O
80000,O
hunting,O
scene,O
hand,O
knotted,O
silk,O
rugs,O
079b,O
5,O
watercolor,O
butterfly,O
carpets,O
400,O
each,O
1439,O
5756,O
10,O
6332,O
kitchen,O
rug,O
anti,O
slip,O
mat,O
art,O
living,O
room,O
carpets,O
faux,O
fur,O
animal,O
print,O
hide,O
skin,O
300,O
each,O
2603,O
7809,O
10,O
8590,O
cowhide,O
area,O
rug,O
floor,O
mat,O
carpet,O
33.5x43,O
rug,O
beni,O
ourain,O
moroccan,O
100,O
each,O
45000,O
45000,O
10,O
49500,O
handmade,O
100,O
wool,O
area,O
rug,O
berber,O
beni,O
ouarain,O
carpet,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
18,O
97388,O
1,O
89739,O
20,O
87127,O
total,O
18,O
97388,O
1,O
89739,O
20,O
87127,O
rug,O
,
invoice,O
no:,O
37292788,B-INVOICE_NUMBER
date,O
of,O
issue:,O
07/12/2013,B-INVOICE_DATE
seller:,O
client:,O
bennett-sanchez,B-SELLER_NAME
riley-miller,B-CLIENT_NAME
279,B-SELLER_ADDRESS
stephen,I-SELLER_ADDRESS
fork,I-SELLER_ADDRESS
812,B-CLIENT_ADDRESS
jones,I-CLIENT_ADDRESS
mews,I-CLIENT_ADDRESS
suite,I-CLIENT_ADDRESS
921,I-CLIENT_ADDRESS
dunnland,O
al,I-SELLER_ADDRESS
07718,I-SELLER_ADDRESS
salazarmouth,O
ct,I-CLIENT_ADDRESS
46426,I-CLIENT_ADDRESS
tax,O
id:,O
991-70-5110,O
tax,O
id:,O
973-73-9497,O
iban:,O
gb6oyhsdoo503639265086,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
chindi,O
rugs,O
carpet,O
new,O
design,O
300,O
each,O
2999,O
8997,O
10,O
9897,O
bohemian,O
garden,O
yoga,O
mat,O
indian,O
kilim,O
coverlet,O
2,O
fluffy,O
rug,O
carpet,O
non,O
slip,O
soft,O
100,O
each,O
859,O
859,O
10,O
945,O
area,O
rugs,O
bathroom,O
room,O
round,O
floor,O
mat,O
washable,O
3,O
carton,O
tiger,O
print,O
area,O
rug,O
100,O
each,O
1099,O
1099,O
10,O
1209,O
faux,O
skin,O
rug,O
hide,O
cute,O
carpet,O
floor,O
mat,O
home,O
decor,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
10955,O
1096,O
12051,O
total,O
10955,O
1096,O
12051,O
,
invoice,O
no:,O
68357221,B-INVOICE_NUMBER
date,O
of,O
issue:,O
09/26/2013,B-INVOICE_DATE
seller:,O
client:,O
wilson,B-SELLER_NAME
group,I-SELLER_NAME
edwards-morris,B-CLIENT_NAME
8757,B-SELLER_ADDRESS
garcia,I-SELLER_ADDRESS
square,I-SELLER_ADDRESS
suite,I-SELLER_ADDRESS
428,I-SELLER_ADDRESS
1742,B-CLIENT_ADDRESS
clark,I-CLIENT_ADDRESS
ways,I-CLIENT_ADDRESS
michaelville,O
va,I-SELLER_ADDRESS
25757,I-SELLER_ADDRESS
east,I-CLIENT_ADDRESS
melvinport,O
tx,I-CLIENT_ADDRESS
08264,I-CLIENT_ADDRESS
tax,O
id:,O
912-90-1891,O
tax,O
id:,O
907-78-5377,O
iban:,O
gb93oejfo7529100824109,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
nwt,O
womens,O
max,O
edition,O
100,O
each,O
1250,O
1250,O
10,O
1375,O
classy,O
gray,O
knit,O
stretch,O
dress,O
side,O
bow,O
tie,O
3/4,O
sleeve,O
xl,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
1250,O
125,O
1375,O
total,O
1250,O
125,O
1375,O
,
invoice,O
no:,O
84422507,B-INVOICE_NUMBER
date,O
of,O
issue:,O
12/08/2019,B-INVOICE_DATE
seller:,O
client:,O
shelton,B-SELLER_NAME
inc,I-SELLER_NAME
watson,O
white,I-CLIENT_NAME
and,I-CLIENT_NAME
lawrence,I-CLIENT_NAME
6718,B-SELLER_ADDRESS
esparza,I-SELLER_ADDRESS
bridge,I-SELLER_ADDRESS
5575,B-CLIENT_ADDRESS
santiago,I-CLIENT_ADDRESS
extension,I-CLIENT_ADDRESS
lake,I-SELLER_ADDRESS
waltermouth,O
ms,I-SELLER_ADDRESS
38936,I-SELLER_ADDRESS
port,I-CLIENT_ADDRESS
rebeccamouth,O
mi,I-CLIENT_ADDRESS
17974,I-CLIENT_ADDRESS
tax,O
id:,O
925-76-2898,O
tax,O
id:,O
961-79-5330,O
iban:,O
gbiolfjv64626371402095,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
hp,O
windows,O
10,O
pro,O
desktop,O
100,O
each,O
16995,O
16995,O
10,O
18695,O
computer,O
intel,O
quad,O
core,O
i5,O
wifi,O
keyboard,O
mouse,O
2,O
alarco,O
gaming,O
pc,O
desktop,O
100,O
each,O
50000,O
50000,O
10,O
55000,O
computer,O
intel,O
i5/,O
86v,O
1tb/,O
win,O
10/,O
nvidia,O
gtx,O
650,O
1gb,O
3,O
hp,O
pro,O
3500,O
microtower,O
100,O
each,O
7499,O
7499,O
10,O
8249,O
desktop,O
computer,O
3.4ghz,O
i3,O
4gb,O
s00gb,O
windows,O
10,O
pro,O
intel,O
compute,O
stick,O
pc,O
32gb,O
500,O
each,O
2999,O
14995,O
10,O
16494,O
1.33ghz,O
2gb,O
boxstckia3zwfc,O
wireless,O
keyboard,O
5,O
new,O
rgb,O
quad,O
core,O
gaming,O
pc,O
200,O
each,O
29999,O
59998,O
10,O
65998,O
desktop,O
computer,O
4.2,O
ghz,O
500,O
8gb,O
ram,O
win,O
10,O
wifi,O
hp,O
xw9400,O
amd,O
dual,O
core,O
400,O
each,O
22500,O
90000,O
10,O
99000,O
2216,O
2.6ghz,O
/8gb/2sogb/,O
pc,O
computer,O
desktop,O
alienware,O
area,O
51,O
gaming,O
400,O
each,O
60000,O
2,O
40000,O
10,O
64000,O
desktop,O
computer,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
4,O
79487,O
47949,O
5,O
27436,O
total,O
4,O
79487,O
47949,O
5,O
27436,O
,
invoice,O
no:,O
14964142,B-INVOICE_NUMBER
date,O
of,O
issue:,O
12/23/2013,B-INVOICE_DATE
seller:,O
client:,O
lewis,B-SELLER_NAME
and,I-SELLER_NAME
sons,I-SELLER_NAME
dixon-wall,B-CLIENT_NAME
49350,B-SELLER_ADDRESS
thompson,I-SELLER_ADDRESS
curve,I-SELLER_ADDRESS
apt:,O
061,I-SELLER_ADDRESS
5816,B-CLIENT_ADDRESS
kenneth,I-CLIENT_ADDRESS
roads,I-CLIENT_ADDRESS
port,I-SELLER_ADDRESS
brookestad,O
hi,I-SELLER_ADDRESS
14952,I-SELLER_ADDRESS
west,I-CLIENT_ADDRESS
rhondamouth,O
mi,O
88835,I-CLIENT_ADDRESS
tax,O
id:,O
942-98-6527,O
tax,O
id:,O
997-75-8847,O
iban:,O
gbosibqm91202997209705,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
dont,O
sweat,O
the,O
small,O
stuff,O
100,O
each,O
449,O
449,O
10,O
494,O
and,I-SELLER_NAME
its,O
all,O
small,O
stuff:,O
simple,O
ways,O
to,O
keep,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
449,O
045,O
494,O
total,O
449,O
045,O
494,O
,
invoice,O
no:,O
39463508,B-INVOICE_NUMBER
date,O
of,O
issue:,O
09/17/2013,B-INVOICE_DATE
seller:,O
client:,O
evans,B-SELLER_NAME
plc,I-SELLER_NAME
barry,O
ruiz,I-CLIENT_NAME
and,I-CLIENT_NAME
alexander,I-CLIENT_NAME
1493,B-SELLER_ADDRESS
hess,I-SELLER_ADDRESS
ville,I-SELLER_ADDRESS
apt:,O
618,I-SELLER_ADDRESS
2884,B-CLIENT_ADDRESS
rivers,I-CLIENT_ADDRESS
fort,I-CLIENT_ADDRESS
fordmouth,O
wy,I-SELLER_ADDRESS
94813,I-SELLER_ADDRESS
west,I-CLIENT_ADDRESS
elizabeth,O
ca,I-CLIENT_ADDRESS
55599,I-CLIENT_ADDRESS
tax,O
id:,O
990-91-1001,O
tax,O
id:,O
957-83-5556,O
iban:,O
gbssgupq13123489885460,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
2,O
black,O
marble,O
coffee,O
top,O
side,O
400,O
each,O
53950,O
2,O
15800,O
10,O
2,O
37380,O
table,O
floral,O
fine,O
marquetry,O
inlay,O
decors,O
e1o68a,O
2,O
13xl3,O
white,O
marble,O
chess,O
400,O
each,O
60000,O
2,O
40000,O
10,O
2,O
64000,O
inlay,O
top,O
table,O
with,O
15,O
tall,O
stand,O
christmas,O
gift,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
4,O
55800,O
45580,O
5,O
01380,O
total,O
4,O
55800,O
45580,O
5,O
01380,O
,
invoice,O
no:,O
12830936,B-INVOICE_NUMBER
date,O
of,O
issue:,O
04/27/2021,B-INVOICE_DATE
seller:,O
client:,O
johnson,B-SELLER_NAME
llc,I-SELLER_NAME
smith,O
anderson,I-CLIENT_NAME
and,I-CLIENT_NAME
ward,I-CLIENT_NAME
5736,B-SELLER_ADDRESS
boyer,I-SELLER_ADDRESS
square,I-SELLER_ADDRESS
suite,I-SELLER_ADDRESS
316,I-SELLER_ADDRESS
4365,B-CLIENT_ADDRESS
osborn,I-CLIENT_ADDRESS
shoals,I-CLIENT_ADDRESS
daniellebury,O
mi,I-SELLER_ADDRESS
72789,I-SELLER_ADDRESS
north,I-CLIENT_ADDRESS
bradleyton,O
nc,I-CLIENT_ADDRESS
21207,I-CLIENT_ADDRESS
tax,O
id:,O
980-77-0423,O
tax,O
id:,O
914-78-1124,O
iban:,O
gb3oqdvo20178698471358,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
fast,O
dell,O
windows,O
10,O
desktop,O
100,O
each,O
16995,O
16995,O
10,O
18695,O
computer,O
core,O
2,O
duo,O
4gb,O
ram,O
250gb,O
dvd,O
wifi,O
22,O
lcd,O
2,O
desktop,O
computer,O
gaming,O
pc,O
500,O
each,O
57900,O
2,O
89500,O
10,O
3,O
18450,O
build,O
your,O
own,O
ryzen,O
3000g,O
3200g,O
3.5ghz,O
vega,O
or,O
gtx,O
3,O
hp,O
prodesk,O
g1,O
desktop,O
100,O
each,O
11995,O
11995,O
10,O
13195,O
computer,O
core,O
i3,O
3.4ghz,O
8gb,O
5o0gb,O
hd,O
19,O
lcd,O
windows,O
10,O
pc,O
amd,O
dual,O
core,O
3.9ghz,O
4gb,O
200,O
each,O
25999,O
51998,O
10,O
57198,O
ddr3,O
s00gb,O
hdd,O
wifi,O
windows,O
10,O
desktop,O
pc,O
computer,O
5,O
personal,O
computer,O
400,O
each,O
5900,O
23600,O
10,O
25960,O
6,O
desktop,O
computers,O
gaming,O
200,O
each,O
18800,O
37600,O
10,O
41360,O
build,O
from,O
scratch,O
gaming,O
pc,O
desktop,O
computer,O
200,O
each,O
80999,O
1,O
61998,O
10,O
1,O
78198,O
intel,O
i7,O
rgb,O
gtx,O
1660,O
16gb,O
ram,O
2tb,O
hdd,O
480gb,O
ssd,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
5,O
93686,O
59369,O
6,O
53055,O
total,O
5,O
93686,O
59369,O
6,O
53055,O
,
invoice,O
no:,O
56323869,B-INVOICE_NUMBER
date,O
of,O
issue:,O
04/24/2015,B-INVOICE_DATE
seller:,O
client:,O
weeks-taylor,B-SELLER_NAME
lopez,O
bailey,I-CLIENT_NAME
and,I-CLIENT_NAME
white,I-CLIENT_NAME
03091,B-SELLER_ADDRESS
angela,I-SELLER_ADDRESS
mission,I-SELLER_ADDRESS
apt:,O
045,I-SELLER_ADDRESS
558,B-CLIENT_ADDRESS
diane,I-CLIENT_ADDRESS
squares,I-CLIENT_ADDRESS
lake,I-SELLER_ADDRESS
kathrynview,O
al,I-SELLER_ADDRESS
75640,I-SELLER_ADDRESS
new,I-CLIENT_ADDRESS
codyberg,O
fl,I-CLIENT_ADDRESS
61258,I-CLIENT_ADDRESS
tax,O
id:,O
971-83-6638,O
tax,O
id:,O
945-75-6433,O
iban:,O
gb28yqlq88894983812058,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
luigi,O
bormioli,O
crescendo,O
wine,O
200,O
each,O
1410,O
2820,O
10,O
3102,O
carafe,O
4802,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
2820,O
282,O
3102,O
total,O
2820,O
282,O
3102,O
,
invoice,O
no:,O
68043569,B-INVOICE_NUMBER
date,O
of,O
issue:,O
09/09/2011,B-INVOICE_DATE
seller:,O
client:,O
schultz,O
lopez,I-SELLER_NAME
and,I-SELLER_NAME
smith,I-SELLER_NAME
david-rhodes,B-CLIENT_NAME
789,B-SELLER_ADDRESS
ramirez,I-SELLER_ADDRESS
row,I-SELLER_ADDRESS
306,B-CLIENT_ADDRESS
valdez,I-CLIENT_ADDRESS
run,I-CLIENT_ADDRESS
jeffreybury,O
sc,I-SELLER_ADDRESS
21462,I-SELLER_ADDRESS
edwardsmouth,O
dc,I-CLIENT_ADDRESS
53145,I-CLIENT_ADDRESS
tax,O
id:,O
958-76-9947,O
tax,O
id:,O
960-87-0985,O
iban:,O
gb94rswa52694096609663,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
1.,O
10,O
cuphead,O
game,O
soft,O
plush,O
400,O
each,O
2699,O
10796,O
10,O
11876,O
doll,O
cuphead,O
mugman,O
mecup,O
brocup,O
kids,O
gift,O
us,O
stock,O
2,O
sketchers,O
energy,O
lights,O
boys,O
300,O
each,O
1200,O
3600,O
10,O
3960,O
black,O
canvas,O
size,O
4,O
with,O
charging,O
cable,O
3,O
kids,O
printed,O
cotton,O
100,O
each,O
1968,O
1968,O
10,O
2165,O
slippers,O
zip,O
fastening,O
350172494,O
6,O
pairs,O
of,O
jordans,O
size,O
ty,O
500,O
each,O
13000,O
65000,O
10,O
71500,O
5,O
durango,O
lil,O
little,O
kid,O
western,O
100,O
each,O
6800,O
6800,O
10,O
7480,O
casual,O
western,O
purple,O
boys,O
size,O
2,O
m,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
88164,O
8816,O
96980,O
total,O
88164,O
8816,O
96980,O
boys,O
,
invoice,O
no:,O
88408888,B-INVOICE_NUMBER
date,O
of,O
issue:,O
06/02/2012,B-INVOICE_DATE
seller:,O
client:,O
burns,O
hall,I-SELLER_NAME
and,I-CLIENT_NAME
lopez,I-SELLER_NAME
baldwin,O
johnson,I-CLIENT_NAME
and,I-CLIENT_NAME
jenkins,I-CLIENT_NAME
7540,B-SELLER_ADDRESS
regina,I-SELLER_ADDRESS
fords,I-SELLER_ADDRESS
77711,B-CLIENT_ADDRESS
bryant,I-CLIENT_ADDRESS
drive,I-CLIENT_ADDRESS
mayton,O
or,I-SELLER_ADDRESS
54521,I-SELLER_ADDRESS
ramirezbury,O
ne,I-CLIENT_ADDRESS
44571,I-CLIENT_ADDRESS
tax,O
id:,O
959-87-8700,O
tax,O
id:,O
941-94-1167,O
iban:,O
gbs6rkwk49595633158002,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
dc,O
kids,O
turbo,O
skate,O
shoe,O
little,O
100,O
each,O
5500,O
5500,O
10,O
6050,O
kid/big,O
kid,O
color,O
black,O
2,O
jordan,O
nike,O
kid,O
air,O
1,O
retro,O
high,O
200,O
each,O
5000,O
10000,O
10,O
11000,O
black,O
gray,O
elephant,O
size,O
7y,O
838850-013,O
3,O
inc,O
international,O
concepts,O
300,O
each,O
7348,O
22044,O
10,O
24248,O
children,O
shoes,O
nvyzc7,O
_,O
black,O
size,O
little,O
kid,O
2.5,O
10,O
cuphead,O
game,O
soft,O
plush,O
400,O
each,O
2699,O
10796,O
10,O
11876,O
doll,O
cuphead,O
mugman,O
mecup,O
brocup,O
kids,O
gift,O
us,O
stock,O
5,O
florsheim,O
kids,O
boys,O
sz,O
5,O
300,O
each,O
2500,O
7500,O
10,O
8250,O
black,O
reveal,O
oxford,O
dress,O
shoes,O
adult,O
kids,O
pokemon,O
pikachu,O
200,O
each,O
1656,O
3312,O
10,O
3643,O
kigurumi,O
pajama,O
cosplay,O
christmas,O
costume,O
sleepwear,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
59152,O
5915,O
65067,O
total,O
59152,O
5915,O
65067,O
,
invoice,O
no:,O
32656405,B-INVOICE_NUMBER
date,O
of,O
issue:,O
10/25/2013,B-INVOICE_DATE
seller:,O
client:,O
mcdonald,B-SELLER_NAME
and,I-CLIENT_NAME
sons,I-SELLER_NAME
james,O
johnson,I-CLIENT_NAME
and,I-CLIENT_NAME
adkins,I-CLIENT_NAME
66687,B-SELLER_ADDRESS
lori,I-SELLER_ADDRESS
common,I-SELLER_ADDRESS
0809,B-CLIENT_ADDRESS
paul,I-CLIENT_ADDRESS
course,I-CLIENT_ADDRESS
apt:,O
768,I-CLIENT_ADDRESS
west,I-SELLER_ADDRESS
cindyshire,O
co,I-SELLER_ADDRESS
65813,I-SELLER_ADDRESS
hornbury,O
ct,I-CLIENT_ADDRESS
89077,I-CLIENT_ADDRESS
tax,O
id:,O
991-86-2003,O
tax,O
id:,O
931-98-1810,O
iban:,O
gb3znfyi33796812641240,O
items,O
no.,O
description,O
qty,O
um,O
net,O
price,O
net,O
worth,O
vat,O
gross,O
worth,O
toddler,O
kids,O
monster,O
jam,O
shoes,O
100,O
each,O
900,O
900,O
10,O
990,O
size,O
llc,O
grave,O
digger,O
2,O
puma,O
pre-school,O
scuderia,O
500,O
each,O
2122,O
10610,O
10,O
11671,O
ferrari,O
drift,O
cat,O
5,O
ultra,O
ii,O
shoes,O
boys,O
12c,O
3,O
newborn,O
infant,O
baby,O
girl,O
boy,O
400,O
each,O
2269,O
9076,O
10,O
9984,O
kid,O
winter,O
warm,O
coat,O
knit,O
outwear,O
hooded,O
jumpsuit,O
nike,O
kids,O
kd,O
trey,O
5,O
nike,O
black,O
300,O
each,O
2200,O
6600,O
10,O
7260,O
size,O
4.5ay,O
5,O
skechers,O
shoes,O
kids,O
size,O
2,O
300,O
each,O
1000,O
3000,O
10,O
3300,O
nautica,O
kids,O
boys,O
navy,O
red,O
100,O
each,O
50000,O
50000,O
10,O
55000,O
with,O
white,O
rubber,O
sole,O
running,O
sneakers,O
shoes,O
us,O
10,O
summary,O
vat,O
net,O
worth,O
vat,O
gross,O
worth,O
10,O
80186,O
8019,O
88205,O
total,O
80186,O
8019,O
88205,O
,
invoice,O
no:,O
52557179,B-INVOICE_NUMBER
date,O
of,O
issue:,O
08/22/2012,B-INVOICE_DATE
seller:,O
client:,O
serrano-jones,B-SELLER_NAME
gonzalez-ross,B-CLIENT_NAME
309,B-SELLER_ADDRESS
anita,I-SELLER_ADDRESS
mills,I-SELLER_ADDRESS
suite,I-SELLER_ADDRESS
763,I-SELLER_ADDRESS
905,B-CLIENT_ADDRESS
rebecca,I-CLIENT_ADDRESS
corner,I-CLIENT_ADDRESS
daleton,O
ms,I-SELLER_ADDRESS
62335,I-SELLER_ADDRESS
