invoice_details,line_items,summary
"Invoice Number: 40345107, Date: 04/02/2013, Seller: , Client: thomas-mitchell roberts-wolfe 21128 castillo dale suite 547 20334 anne point apt: 522 stephensborough ut 28006 west sean sc 35533",N/A,net worth vat gross worth new wallis black floral midi 200 each 3800 7600 10 8360 dress sleeveles size uk 12 2 caslon blue white sleeveless 400 each 499 1996 10 2196 belted ruffle rayon dress sz l 3 lulus womens black bell 200 each 2295 4590 10 5049 sleeve floral swing dress size cherry halter rockabilly black 500 each 350 1750 10 1925 summer dress size 3/4 summary vat net worth vat gross worth 10 15936 1594 17530 total 15936 1594 17530
"Invoice Number: 82869381, Date: 09/16/2016, Seller: , Client: king-lawrence james-jones 53569 angelica island apt: 529 90829 jill plain margaretton wa 58752 east stacy pa 48537",N/A,net worth vat gross worth 1. vintage gothic lolita dress 500 each 2277 11385 10 12523 women loose puff sleeve pure color princess dresses 2 xhilaration womens l burgandy 400 each 1495 5980 10 6578 boho embroidered festival mini dress new 3 leopard print large dress with 500 each 3900 19500 10 21450 pockets floral sleeves honeyme size l nwt 1920s flapper gatsby cocktail 100 each 899 899 10 989 dress chiffon wedding party evening formal dresses 5 boden size 8 us green navy 100 each 3500 3500 10 3850 dark blue belted midi wool knit sweater fall dress 6 14 colors women spaghetti 400 each 471 1884 10 2072 strap bodycon mini dress sexy party club wear dresses lands end womens 3/4 sleeve 100 each 2123 2123 10 2335 dress plus 3x navy blue floral cotton knit 482038 summary vat net worth vat gross worth 10 45271 4527 49798 total 45271 4527 49798
"Invoice Number: 51719586, Date: 08/25/2012, Seller: , Client: oliver rodriguez and taylor taylor-neal 336 simpson motorway suite 795 9514 hall fall lake brandonmouth ne 56345 lake melanieborough ut 39431",N/A,net worth vat gross worth new nwt open back 100 each 299 299 10 329 xhileration plum lacy dress womens size medium 10/12 summary vat net worth vat gross worth 10 299 030 329 total 299 030 329
"Invoice Number: 66017174, Date: 03/26/2021, Seller: , Client: williams-merritt richards johnson and harper 64196 lindsey crossing apt: 923 152 jason trail suite 126 kingburgh sc 52967 suzannemouth ma 82310",N/A,net worth vat gross worth alarco gaming pc desktop 300 each 50000 1 50000 10 1 65000 computer intel i5/ 86v 1tbv win 10/ nvidia gtx 650 1gb 2 hp windows 10 desktop 400 each 16995 67980 10 74778 computer intel quad core i5 wifi keyboard mouse 3 dell desktop computer optiplex 200 each 9995 19990 10 21989 790 usff core i3 4gb 250gb hd windows 10 pro pc intel core i7 geforce gtx1o6o 300 each 68999 2 06997 10 2 27697 super game gamer master gaming desktop computer pc 5 dell desktop computer tower 400 each 11495 45980 10 50578 core i3 8gb s00gb hd dvd wifi windows 10 pc 6 custom build dell optiplex 9020 200 each 22199 44398 10 48838 mt i5-4570 3.20ghz desktop computer pc summary vat net worth vat gross worth 10 5 35345 53535 5 88880 total 5 35345 53535 5 88880 pro
"Invoice Number: 15665127, Date: 11/03/2020, Seller: , Client: greene ltd cruz martinez and jones uscgc lane 406 baker street fpo ap 22594 wendyshire wi 08892",N/A,net worth vat gross worth custom build dell desktop 300 each 9900 29700 10 32670 computer i5 16gb 2tb ssd windows 10 pc wifi dvd 2 dell optiplex 9020 sff 200 each 4999 9998 10 10998 dvd-rwibarebone pc desktop computer no os/cpuihddiram 3 dell precision workstation 200 each 13900 27800 10 30580 computer intel xeon quad core 16gb 1tb windows 10 pro dell desktop computer optiplex 400 each 9995 39980 10 43978 790 usff core i3 4gb 250gb hd windows 10 pro pc 5 amd quad core custom built 200 each 50999 1 01998 10 1 12198 gaming pc computer desktop 16gb 2tb blue led hp t520 thin client computer 100 each 3775 3775 10 4153 amd gx-212jc 1.2ghz 4gb ram tested iread beloww summary vat net worth vat gross worth 10 2 13251 21325 2 34576 total 2 13251 21325 2 34576
"Invoice Number: 77725914, Date: 09/01/2018, Seller: , Client: sims salinas and tanner coleman mccoy and cooper 6952 stafford rapid suite 521 90156 amy port apt. 537 lozanoburgh hi 24111 andrewbury mn 69002",N/A,net worth vat gross worth 1. rebecca minkoff black polyester 500 each 999 4995 10 5495 fringe and lambskin dress sz 12 2 cabi 5610 striped white blue 400 each 4899 19596 10 21556 launch maxi dress womens sz m 3 rm richards womans 500 each 2999 14995 10 16494 blue print long dress with shrug jacket size 18w nwt zara yellow shift dress xs 100 each 2475 2475 10 2723 5 new young fabulous broke yfb 300 each 5500 16500 10 18150 blue ombre overlay halter maxi dress sz medium 286 6 forever 21 blue a-line dress 500 each 1499 7495 10 8245 size medium new wallis black floral midi 400 each 3800 15200 10 16720 dress sleeveles size uk 12 summary vat net worth vat gross worth 10 81256 8126 89382 total 81256 8126 89382
"Invoice Number: 63665479, Date: 02/12/2017, Seller: , Client: lowery llc carrillo-montoya 90317 michael flats suite 502 089 adam knolls apt: 628 east lisaville dc 67918 andreaside ut 62682",N/A,net worth vat gross worth vince camuto sweater dress 500 each 3200 16000 10 17600 size medium striped long sleeve summary vat net worth vat gross worth 10 16000 1600 17600 total 16000 1600 17600
"Invoice Number: 75367021, Date: 11/12/2018, Seller: , Client: martinez-ramirez lawrence stevens and robinson 358 tiffany prairie unit 4195 box 3361 jerryland az 91504 dpo ap 86918",N/A,net worth vat gross worth 1. 6x3 marble restaurant dining 300 each 5 13807 15 41421 10 16 95563 table top marquetry inlay occasional decor hso17b 2 carnelian stone floral pattern 500 each 99375 96875 10 5 46563 dinette table top marble coffee table 30 inches 3 15xl5 white marble chess 100 each 60000 60000 10 66000 top table carnelian inlay art black friday gift deco 36 inches marble dinning table 500 each 1 51500 7 57500 10 8 33250 top inlay kitchen table with blue elephant design 5 25 inches black marble center 400 each 73125 2 92500 10 3 21750 table top with multi stones coffee table for home 6 12 white marble center coffee 100 each 24878 24878 10 27366 table top lapis random inlay cafeteria decor w294 27x27 black marble top 100 each 1 58800 1 58800 10 1 74680 coffee table floral inlay art black friday gift decor summary vat net worth vat gross worth 10 33 31974 3 33197 36 65171 total 33 31974 3 33197 36 65171
"Invoice Number: 69941787, Date: 03/03/2012, Seller: , Client: hanson plc nelson-chandler 2433 johnston lights suite 326 6461 kendra ridge apt: 731 west robertfort in 78530 west katherine ma 65969",N/A,net worth vat gross worth 1 6x3 white marble dining table 500 each 6 40849 32 04245 10 35 24669 top multi inlay floral elephant art decor h4952 2 12 white marble coffee table 100 each 29573 29573 10 32530 top malachite precious inlay decor furniture w534 summary vat net worth vat gross worth 10 32 33818 3 23382 35 57200 total 32 33818 3 23382 35 57200
"Invoice Number: 18001573, Date: 12/30/2012, Seller: , Client: mcgrath-ruiz chavez burke and jones 96052 arnold mountain 469 mcdonald mountains apt: 860 east sara sd 80652 lake jason mi 93514",N/A,net worth vat gross worth 1. mdesign metal wine rack 300 each 2299 6897 10 7587 storage organizer 6 bottles chrome 2 new never used crofton 400 each 300 1200 10 1320 chefs collection wine cooling stick in package 3 refinery wine opener 200 each 1000 2000 10 2200 summary vat net worth vat gross worth 10 10097 1010 11107 total 10097 1010 11107
"Invoice Number: 87844093, Date: 04/09/2021, Seller: , Client: snyder-lane lozano plc 4396 gonzales mountain 487 gonzales pass charlesfort tn 93137 west christianmouth nm 51653",N/A,net worth vat gross worth custom build hp desktop 300 each 32900 98700 10 1 08570 computer 16gb 2tb ssd windows 10 windows pc wifi 2 fast hp desktop pc computer 300 each 20199 60597 10 66657 dual core 3.0ghz 8gb 2tb windows 10 pro wifi monitor 3 dell optiplex all in one 100 each 12999 12999 10 14299 windows 10 desktop computer 780 3.oghz 4gb 250gb 19 lcd sama rgb gaming pc desktop 300 each 40000 1 20000 10 1 32000 computer i5 3.7ghz nvidia gtx 1060 16gb windows 10 5 hp desktop computer 400 g1 500 each 13995 69975 10 76973 core i3 3.4ghz 8gb 256gb ssd 19 lcd windows 10 pc hp prodesk g1 desktop 200 each 11995 23990 10 26389 computer core i3 3.4ghz 8gb 5o0gb hd 19 lcd windows 10 pc custom built amd ryzen 200 each 1 40000 2 80000 10 3 08000 threadripper gaming computer 32 gb ram summary vat net worth vat gross worth 10 6 66261 66626 32887 total 6 66261 66626 7 32887
"Invoice Number: 35034639, Date: 03/12/2015, Seller: , Client: jones bryant and ball jenkins inc 217 sandra freeway apt: 085 71278 kenneth lock apt: 457 camachoton wi 89216 marcustown mn 28696",N/A,net worth vat gross worth merry robin hood by h. pyle 500 each 1999 9995 10 10994 new sealed illustrated leather bound gift hardback summary vat net worth vat gross worth 10 9995 999 10994 total 9995 999 10994
"Invoice Number: 20527132, Date: 04/16/2018, Seller: , Client: smith-flores roberts wilson and galloway 5298 wallace lock suite 625 87447 steven parkways suite 021 diazfurt la 29064 noahtown mn 92284",N/A,net worth vat gross worth 1. handheld video game console 300 each 1599 4797 10 5277 400 in 1 mini retro console built in video games 2 new psone console nfl 200 each 42500 85000 10 93500 game day 2001 gran turismo 2 pkg unsealed 3 xbox 360 console with games 100 each 4100 4100 10 4510 sony playstation 2 console 200 each 7999 15998 10 17598 black scph-39001 w/ 2 controllers and 5 games summary vat net worth vat gross worth 10 1 09895 10990 1 20885 total 1 09895 10990 1 20885
"Invoice Number: 16575103, Date: 07/03/2016, Seller: , Client: sheppard-mendez charles-garner 59701 mendoza manor apt: 292 661 mark hills east thomasfort ky 21525 nguyenchester ky 93412",N/A,net worth vat gross worth working super nintendo snes 300 each 8500 25500 10 28050 original system console w mario world summary vat net worth vat gross worth 10 25500 2550 28050 total 25500 2550 28050
"Invoice Number: 57114004, Date: 03/20/2012, Seller: , Client: parker-gonzalez gardner hernandez and hart 702 hill lake suite 129 psc 7928 box 7446 west samantha ks 31457 apo ae 33867",N/A,net worth vat gross worth seashells of north america: a 300 each 449 1347 10 1482 guide to field ident summary vat net worth vat gross worth 10 1347 135 1482 total 1347 135 1482
"Invoice Number: 93910733, Date: 01/18/2018, Seller: , Client: smith-ramirez reid ryan and butler uss harvey psc 0572 box 4796 fpo ap 29838 apo ae 87422",N/A,net worth vat gross worth hp xw9400 amd dual core 100 each 22500 22500 10 24750 2216 2.6ghz /8gb/2s0gb/ pc computer desktop 2 dell 7010 desktop computer 400 each 24160 96640 10 1 06304 intel core i5 3.10 windows 10 64 500gb hd 4gb ram 3 dell optiplex desktop computer 200 each 16995 33990 10 37389 pc quad core i5 16gb 1tb hd wifi windows 10 pro ibuypower gaming computer 400 each 50995 2 03980 10 2 24378 amd ryzen 3 3100 radeon rx 550 240gb ssd wifi ready 5 hp desktop computer 400 g1 100 each 13995 13995 10 15394 core i3 3.4ghz 8gb 256gb ssd 19 lcd windows 10 pc amd quad core custom built 100 each 50999 50999 10 56099 gaming pc computer desktop 16gb 2tb blue led summary vat net worth vat gross worth 10 4 22104 42210 4 64314 total 4 22104 42210 4 64314 pro
"Invoice Number: 59482422, Date: 02/22/2016, Seller: , Client: avila-espinoza davis miller and mcfarland 64814 griffin corners apt: 910 3052 mark spur apt: 334 south jaymouth mo 07341 new alan oh 75150",N/A,net worth vat gross worth plush carpet for living room 300 each 2036 6108 10 6719 fluffy rug thick bed room carpets anti-slip floor g 2 3d printed mat vortex illusion 200 each 1163 2326 10 2559 living room rug carpet floors doors round mat 3 modern tribal geometric 4x6 400 each 18377 73508 10 80859 indo gabbeh wool bamboo silk oriental rug carpet rectangle faux fur sheepskin 100 each 2995 2995 10 3295 rug fluffy area rug floor carpets dark pink summary vat net worth vat gross worth 10 84937 8494 93431 total 84937 8494 93431
"Invoice Number: 76903393, Date: 07/24/2012, Seller: , Client: young owens and hall king-wells psc 2231 box 3989 014 julia locks apo ap 45024 johnbury ky 64775",N/A,net worth vat gross worth 1. sony playstation 5 digital 100 each 55000 55000 10 60500 edition 825gb video game console white 2 nintendo switch lite yellow 500 each 13500 67500 10 74250 console only no accessories or charger bl-1 3 sony playstation2 console 100 each 6000 6000 10 6600 scph-39000 aqua color tested 11180 nintendo 64 n64 console black 300 each 4999 14997 10 16497 japan tested working nusha 5 playstation 5 console 500 each 49999 2 49995 10 2 74995 white disc version confirmed pre order pss sega v saturn victor console 100 each 11999 11999 10 13199 rg-jx1 tested working japan nintendo gameboy original 500 each 14000 70000 10 77000 console with box manual dmb-01 japan tested 67 summary vat net worth vat gross worth 10 4 75491 47549 5 23040 total 4 75491 47549 5 23040 sony gray gray
"Invoice Number: 30386285, Date: 09/28/2020, Seller: , Client: wagner-weaver rodriguez and sons 96030 berry walks apt: 416 126 deanna stravenue port lancefurt nv 06191 east jared or 03244",N/A,net worth vat gross worth 40 inches marble utility table 300 each 1 71375 5 14125 10 5 65537 top inlay with royal pattern stone dinning table 2 18x18 marble white table 100 each 1 18845 1 18845 10 1 30730 lapis inlay pietradura floral home decor art gift 3 4 pcs table feet durable high 300 each 2549 7647 10 8412 quality sturdy chair feet table feet for home 6x3 marble counter height 200 each 5 46938 10 93876 10 12 03264 dining table top multi furniture decor e955a 5 20 inches marble coffee table 100 each 33150 33150 10 36465 top multi stone chess board table with inlay art 6 24x24 top marble white table 200 each 2 00000 00000 10 4 40000 carnelian marquetry interior thanksg gift summary vat net worth vat gross worth 10 21 67643 2 16764 23 84407 total 21 67643 2 16764 23 84407 top inlay iving
"Invoice Number: 54350218, Date: 07/29/2018, Seller: , Client: lawrence llc richards pittman and scott 90708 cody island suite 930 52054 lori ridges suite 314 michaelton pa 34086 east angelaville ak 95465",N/A,net worth vat gross worth the childrens place brown 400 each 800 3200 10 3520 dress boy lace up shoes size 12 2 adult girl version hermione 300 each 6416 19248 10 21173 granger cosplay costume gryffindor kid size in stock 3 joma youth boy supercopa 201 500 each 1999 9995 10 10994 soccer cleats 4.5 negro verde multitaco black green skechers blue athletic shoes 100 each 1199 1199 10 1319 kids size 2 euc 5 children place boys snow boots 500 each 1240 6200 10 6820 6 reebok kids boys blue sneakers 400 each 500 2000 10 2200 shoes us 11 no laces lotto soccer turf shoes 6 black 100 each 1999 1999 10 2199 vincente turf jr indoor outdoor futbol cleats summary vat net worth vat gross worth 10 43841 4384 48225 total 43841 4384 48225
"Invoice Number: 37999492, Date: 10/22/2017, Seller: , Client: smith ltd jones miller and yoder 783 harmon mews 97586 alvarado common apt: 920 new andrew mn 96499 west tracichester md 67308",N/A,net worth vat gross worth hp computer 8300 elite usdt 400 each 5500 22000 10 24200 pc i3-3220 3.3ghz 4gb wins 7home coa 2 dell optiplex desktop computer 300 each 16995 50985 10 56083 pc quad core i5 16gb 1tb hd wifi windows 10 3 hp aii-in-one computer 22 500 each 44999 2 24995 10 2 47495 full-hd display intel 2.90ghz 4gb 1tb hd winlo teal hp prodesk g1 desktop 400 each 11995 47980 10 52778 computer core i3 3.4ghz 8gb 5o0gb hd 19 lcd windows 10 pc 5 dell desktop computer pc core 200 each 14495 28990 10 31889 i5 8gb 500gb hd dvd wifi 19 lcd windows 10 pro dell desktop computer tower 500 each 14995 74975 10 82473 quad intel core i5 8gb 1tb hd dvd wifi windows 10 pc summary vat net worth vat gross worth 10 4 49925 44993 4 94918 total 4 49925 44993 4 94918 pro
"Invoice Number: 28590433, Date: 09/27/2016, Seller: , Client: white group hoffman inc 14292 leslie ford 1478 carr lane evansview_ ok 43757 port george nd 31020",N/A,net worth vat gross worth 3d bottomless hole optical 300 each 1376 4128 10 4541 illusion area rug carpet sofa door mats non-slip home 2 yilong 5.6x8.3 four seasons 300 each 2 99900 8 99700 10 9 89670 handknotted silk area rugs antistatic carpets 1813 3 125150cm/4959inch cat 100 each 3948 3948 10 4343 blanket tapestry carpet country mat home decoration new golden brown oriental 400 each 23265 93060 10 1 02366 4x6 oushak chobi floral hand-knotted foyer carpet 5 yilong 4x6 all over 100 each 3 60000 3 60000 10 3 96000 handmade carpet dining room hand knotted silk rugs 082b egg bathroom rug carpet area 500 each 6810 34050 10 37455 rugs rug floor mats nordic chic room decor world round carpets room 500 each 8378 41890 10 46079 printed area rug blue floor mat bedroom mat summary vat net worth vat gross worth 10 14 36776 1 43678 15 80454 total 14 36776 1 43678 15 80454 nap rug map play
"Invoice Number: 42063568, Date: 06/21/2016, Seller: , Client: malone-gonzalez kim-anderson 83528 scott spur suite 716 69093 lopez port danielchester me 78719 south kathrynland la 07413",N/A,net worth vat gross worth sony playstation 5 console 100 each 49999 49999 10 54999 white disc version confirmed pre order pss 2 sony playstation 3 ps3 100 each 11999 11999 10 13199 cech-2s01a slim 150gb black console tested 3 b310 nintendo 3ds console 100 each 1199 1199 10 1319 cosmo black japan nintendo gameboy color 200 each 12000 24000 10 26400 console clear with box manual cgb-001 gbc japan tested 63 5 nintendo switch lite gray 100 each 13500 13500 10 14850 console only no accessories or charger b4-4 new psone console nfl 400 each 42500 1 70000 10 1 87000 game day 2001 gran turismo 2 pkg unsealed summary vat net worth vat gross worth 10 2 70697 27070 2 97767 total 2 70697 27070 2 97767
"Invoice Number: 39190235, Date: 02/18/2019, Seller: , Client: rich white and ryan mitchell knight and hale 75676 kristy rapids apt: 052 70707 richard curve suite 884 south felicia me 99390 south brianville ok 81605",N/A,net worth vat gross worth nintendo wii u wup-10102 400 each 4000 16000 10 17600 32gb console black us model 2 microsoft xbox one s 1tb 300 each 19999 59997 10 65997 console aii digital edition games not included 3 b360 nintendo 2ds console 200 each 2999 5998 10 6598 blue japan nintendo switch lite turquoise 300 each 13500 40500 10 44550 blue console only no charger b4-3 5 handheld video game console 400 each 1599 6396 10 7036 400 in 1 mini retro console built in video games playstation 5 console disc 100 each 89999 89999 10 98999 version preorderc black nintendo wii console 100 each 8999 8999 10 9899 bundle rvl-101 with 2 controllers cords summary vat net worth vat gross worth 10 2 27889 22789 2 50678 total 2 27889 22789 2 50678
"Invoice Number: 75499908, Date: 11/15/2017, Seller: , Client: salazar plc daniel llc 97182 shannon overpass suite 556 6265 patrick burgs suite 561 joseshire il 91853 west angel nj 72443",N/A,net worth vat gross worth 1. kate spade ny sleeveless ponte 500 each 4999 24995 10 27495 fit flare solid black dress size 6 2 guess dress size 6 400 each 2000 8000 10 8800 3 women elegant fashion 0-neck 100 each 1200 1200 10 1320 knee length short sleeve retro floral print dress vintage agb black velvet maxi 500 each 6996 34980 10 38478 dress l mandarin collar 5 j crew mercantile womens maxi 500 each 2000 10000 10 11000 dress size 2 floral tiered lined pink tommy bahama womens v 400 each 3499 13996 10 15396 neck linen floral dress size m beige short sleeve tan zara yellow shift dress xs 500 each 2475 12375 10 13613 summary vat net worth vat gross worth 10 1 05546 10555 1 16101 total 1 05546 10555 1 16101
"Invoice Number: 62515232, Date: 11/14/2019, Seller: , Client: cox-mendoza yang llc 88256 judith squares 24809 smith wall apt: 399 westburgh ri 53101 bernardport oh 50501",N/A,net worth vat gross worth 15xl5 white marble coffee 100 each 57599 57599 10 63359 table top with 15 tall stand semi precious art deco 2 coffe table with chessboard 200 each 59000 1 18000 10 1 29800 handmade wooden pine natural tables wood chess board 3 36 round marble dining table 300 each 1 49000 4 47000 10 4 91700 lapis mosaic floral inlay furniture decorates b397 12 white marble coffee table 400 each 39876 1 59504 10 1 75454 top marquetry multi inlay beautiful room home arts 5 60 inches marble dinning table 100 each 5 75600 5 75600 10 6 33160 top inlay work lawn table with multi color stones summary vat net worth vat gross worth 10 13 57703 1 35770 14 93473 total 13 57703 1 35770 14 93473
"Invoice Number: 52337235, Date: 05/30/2020, Seller: , Client: nicholson and sons gallegos shea and lawson 886 valerie 785 robin highway apt. 834 robertfort az 94445 north shelby nd 14461",N/A,net worth vat gross worth nike kids air jordan 4 retro 300 each 12000 36000 10 39600 laser zy white/gray 705334-105 2 boys kids printed cotton 300 each 1968 5904 10 6494 slippers zip fastening 350172494 3 children place boys snow boots 300 each 1240 3720 10 4092 100pcs wall stickers home 300 each 170 510 10 561 decor glow in the dark star sticker decal kids room summary vat net worth vat gross worth 10 46134 4613 50747 total 46134 4613 50747 way
"Invoice Number: 45290929, Date: 05/19/2014, Seller: , Client: garcia smith and nelson garrison inc uscgc mcguire 620 allen ports fpo ap 49035 jamestown nm 45303",N/A,net worth vat gross worth 1. crewcuts shoes 500 each 1200 6000 10 6600 2 under armour ua curry 3 100 each 490 490 10 539 black/black size 6y summary vat net worth vat gross worth 10 90 649 7139 total 6490 649 7139 649
"Invoice Number: 56513760, Date: 10/25/2011, Seller: , Client: lyons-murphy lawrence llc 178 mann shoals apt: 732 2959 marquez junction suite 826 west johnview wi 44188 michaelchester ca 10095",N/A,net worth vat gross worth 1. nexlink dg4irq desktop 200 each 1195 2390 10 2629 computer windows 10 widvdicd rom drive 2 gaming pc desktop computer 500 each 99950 4 99750 10 5 49725 hdmi rgb intel i7 rtx 2060 hddssd windows 10 wifi 3 lenovo i5 32gb 2tb ssd 100 each 13900 13900 10 15290 windows 10 pro desktop computer pc wifi bluetooth gaming pc desktop computer 100 each 90380 90380 10 99418 rgb intel i7 rtx 2060 16gb ram 240gb ssd 2tb hdd 5 hp 8200 usff desktop 400 each 9995 39980 10 43978 computer pc core i5 4gb 5oogb windows 10 pro displayport summary vat net worth vat gross worth 10 6 46400 64640 7 11040 total 6 46400 64640 7 11040
"Invoice Number: 90885385, Date: 12/26/2012, Seller: , Client: gross williams and robinson randall murphy and bowman 658 chan street 2897 michael parkways east dorothy al 19762 port sarah il 87637",N/A,net worth vat gross worth joma youth boys gol 205 piso 500 each 1999 9995 10 10994 multitaco soccer cleats 2.5 white blue yellow new 2 keen waterproof hiking shoes 100 each 3597 3597 10 3957 kids boys size 12 brown black outdoor sneakers 3 oomphies boys ankle boots 300 each 1199 3597 10 3957 shoes gray green kids size 2 euc adidas youth boys soccer cleats 300 each 1999 5997 10 6597 4.5 f5 trx fg vivid yellow black new g65429 5 nike boys shorts size 5 300 each 899 2697 10 2967 6 egyptian comfort 1800 count 4 300 each 2299 6897 10 7587 piece bed sheet set deep pocket bed sheets ll bean high top black canvas 200 each 1699 3398 10 3738 sneaker shoes kids boys 6 m excl cnd summary vat net worth vat gross worth 10 36178 3618 39796 total 36178 3618 39796
"Invoice Number: 67651165, Date: 05/25/2018, Seller: , Client: harris ltd atkins benton and cortez 695 oliver ways suite 386 439 emma trace dawnstad dc 17193 south dannyberg wi 23002",N/A,net worth vat gross worth nike air force 1 low 100 each 5495 5495 10 6045 314192-117 triple white youth boys size 5y 2 adult kids pokemon pikachu 400 each 1656 6624 10 7286 kigurumi pajama cosplay christmas costume sleepwear 3 childrens sports shoes 400 each 1999 7996 10 8796 breathable mesh boys casual shoes timberland womens/luniors 500 each 7999 39995 10 43995 premium 6 navy waterproof boots 3793a 5 ll bean lot size 1 athletic 100 each 699 699 10 769 sneakers 2 black blue canvas belts s m lego star wars minifigures 200 each 298 596 10 656 stormtrooper darth vader yoda obi van mandalorian new summary vat net worth vat gross worth 10 61405 6141 67546 total 61405 6141 67546 boys
"Invoice Number: 95635623, Date: 08/11/2019, Seller: , Client: jones english and perry diaz ltd 74041 brian camp suite 502 166 david mission east james sc 21896 lake seanview ny 94455",N/A,net worth vat gross worth 1. sperry top-sider boys toddlers 500 each 3769 18845 10 20729 lace tie boat shoes brown 13m new 2 native charley white 300 each 1300 3900 10 4290 sandalssize infant/child 6boys/girlsvery good condition 3 jordan sneakers size 3.5 youth 300 each 999 2997 10 3297 red and blue puma boys youth universal fg 100 each 1999 1999 10 2199 jr soccer cleats 2.5 white high red new futbol 5 nwt the childrens place boys 400 each 2099 8396 10 9236 tan lace up boots 4 summary vat net worth vat gross worth 10 36137 3614 39751 total 36137 3614 39751
"Invoice Number: 85736423, Date: 10/06/2019, Seller: , Client: mcdowell marsh and hall flynn-anderson 713 koch expressway suite 304 142 amy ports wallton mt 05913 ramirezmouth la 77435",N/A,net worth vat gross worth 1. microsoft xbox one s00gb 1540 400 each 13999 55996 10 61596 black game console tested complete 2 new nintendo 2ds xl console 300 each 12999 38997 10 42897 blackturquoise w/ mario kart 7 preinstalled -ja1141 3 v saturn victor console 500 each 10999 54995 10 60494 rg-jx1 gray tested working japan b400 nintendo 3ds console 100 each 1499 1499 10 1649 gloss pink japan x 5 genesis system console 500 each 8999 44995 10 49495 controller games bundle summary vat net worth vat gross worth 10 1 96482 19648 2 16130 total 1 96482 19648 2 16130 sega sega
"Invoice Number: 70123184, Date: 01/28/2016, Seller: , Client: kelly hernandez and vaughan cooley ltd 63133 sean forge 36837 seth lane ericland wy 91359 kevinview nc 29771",N/A,net worth vat gross worth nike 747998-401 team hustle 200 each 1099 2198 10 2418 d7 kids blue mid basketball shoes size 4y us 2 5 youth boys big kids nike 300 each 8999 26997 10 29697 jordan 6-17-23 basketball white red black 428818 100 3 the childrens place brown 500 each 800 4000 10 4400 dress boy lace up shoes size 12 jordan 3 white cement size 13.5 500 each 2100 10500 10 11550 kids youth 5 puma pre-school scuderia 400 each 2122 8488 10 9337 ferrari drift cat 5 ultra ii shoes boys 12c joma boys youth gol-102 200 each 1999 3998 10 4398 soccer cleats shoes size 3.5 white red futbol new jordan 10 retro fusion red size 200 each 6000 12000 10 13200 6y summary vat net worth vat gross worth 10 68181 6818 74999 total 68181 6818 74999 top boys
"Invoice Number: 79917076, Date: 05/13/2021, Seller: , Client: green oliver and smith davenport cooper and clayton 442 barrera viaduct apt: 044 735 meghan highway ashleyfort dc 23294 robertberg co 98625",N/A,net worth vat gross worth 1. 2 gaming computers 400 each 1 30000 5 20000 10 5 72000 2 ws pro mini pocket pc windows 200 each 11900 23800 10 26180 10 computer stick intel 28350 quad core 3 custom built windows 98 retro 400 each 40999 1 63996 10 1 80396 gaming industrial pc computer p2 b montego ii 5gb 10-core gaming computer 500 each 61849 3 09245 10 3 40170 desktop pc tower 3tb quad 16gb ddr4 amd graphics wifi pc 5 fast i7 rgb gaming desktop pc 400 each 79000 3 16000 10 3 47600 computer vr-ready wifi aaa fortnite gtav pubg 1g3 hp computer 8300 elite usdt 500 each 6300 31500 10 34650 i3-32203.3ghz 8gb ram no hdd windows 7/10 coa dell desktop pc computer core 300 each 14495 43485 10 47833 2 duo cpu s00gb 4gb dual 19 lcd wifi windows 10 summary vat net worth vat gross worth 10 14 08026 1 40803 15 48829 total 14 08026 1 40803 15 48829
"Invoice Number: 27484701, Date: 11/16/2017, Seller: , Client: stevens wright and wright galloway plc 806 taylor circle suite 942 06505 mccarty court north kennethstad az 59088 new angela nj 84963",N/A,net worth vat gross worth 1. nintendo gameboy pocket 500 each 6500 32500 10 35750 console green with box mgb-001 japan tested working 59 2 nintendo ds lite onyx black 100 each 6999 6999 10 7699 system console 6 games mario charger stylus 3 nintendo game boy micro 400 each 13000 52000 10 57200 console black oxysfbb sony playstation2 console 500 each 6000 30000 10 33000 scph-39000 aqua color tested 11182 5 nintendo wii console rvl-001 200 each 9495 18990 10 20889 gamecube compatible bundle w controllers games cord 6 sony playstation 5 console 500 each 84999 24995 10 4 67495 pss- presale- disc version pre order confirmed summary vat net worth vat gross worth 10 5 65484 56548 6 22032 total 5 65484 56548 6 22032
"Invoice Number: 25939833, Date: 03/28/2014, Seller: , Client: rodgers llc peterson ltd 058 michael flats suite 965 psc 3213 box 1506 south melissaberg ne 58810 apo aa 32611",N/A,net worth vat gross worth nintendo 3ds handheld console 500 each 28023 1 40115 10 1 54127 hello kitty limited edition used 2 xbox 360 console with games 500 each 4100 20500 10 22550 3 nintendo wii console 2 sets 100 each 9999 9999 10 10999 controllers plus ail cables included works great playstation 3 ps3 slim 500 each 11900 59500 10 65450 320gb console wlgames cord cech-3oo1b -tested 5 magnavox odyssey 2 300 each 15500 46500 10 51150 microprocessor console system w joy sticks 15 games 1978 microsoft xbox one s 1tb 300 each 21999 65997 10 72597 console system model 1681 w/ one controller cables playstation 2 black home 200 each 7500 15000 10 16500 console summary vat net worth vat gross worth 10 3 57611 35761 3 93372 total 3 57611 35761 3 93372 sony sony
